country_name,iso3,year,peer_rank,peer_name,peer_iso3,distance,similarity_pct,shared_vars
Venezuela,VEN,1940,1,Peru,PER,8.065,91.9,4
Venezuela,VEN,1940,2,South Africa,ZAF,8.203,91.8,3
Venezuela,VEN,1940,3,Egypt,EGY,9.055,90.9,3
Venezuela,VEN,1940,4,Mexico,MEX,10.387,89.6,4
Venezuela,VEN,1940,5,Poland,POL,11.123,88.9,2
Venezuela,VEN,1950,1,Chile,CHL,18.161,81.8,4
Venezuela,VEN,1950,2,Portugal,PRT,18.389,81.6,4
Venezuela,VEN,1950,3,Mexico,MEX,18.408,81.6,4
Venezuela,VEN,1950,4,Poland,POL,18.57,81.4,4
Venezuela,VEN,1950,5,Colombia,COL,19.254,80.7,4
Venezuela,VEN,1960,1,Argentina,ARG,18.997,81.0,4
Venezuela,VEN,1960,2,Italy,ITA,19.445,80.6,4
Venezuela,VEN,1960,3,Chile,CHL,20.524,79.5,4
Venezuela,VEN,1960,4,Uruguay,URY,20.979,79.0,4
Venezuela,VEN,1960,5,Portugal,PRT,22.497,77.5,4
Venezuela,VEN,1970,1,Argentina,ARG,13.748,86.3,4
Venezuela,VEN,1970,2,Italy,ITA,14.23,85.8,4
Venezuela,VEN,1970,3,Portugal,PRT,14.982,85.0,4
Venezuela,VEN,1970,4,Finland,FIN,17.067,82.9,4
Venezuela,VEN,1970,5,Uruguay,URY,18.287,81.7,4
Venezuela,VEN,1980,1,Portugal,PRT,9.036,91.0,4
Venezuela,VEN,1980,2,Mexico,MEX,12.105,87.9,4
Venezuela,VEN,1980,3,Argentina,ARG,12.53,87.5,4
Venezuela,VEN,1980,4,Uruguay,URY,13.312,86.7,4
Venezuela,VEN,1980,5,Poland,POL,14.403,85.6,4
Venezuela,VEN,1990,1,Portugal,PRT,9.317,90.7,4
Venezuela,VEN,1990,2,Mexico,MEX,9.891,90.1,4
Venezuela,VEN,1990,3,Colombia,COL,11.092,88.9,4
Venezuela,VEN,1990,4,Argentina,ARG,12.901,87.1,4
Venezuela,VEN,1990,5,Uruguay,URY,13.075,86.9,4
Venezuela,VEN,2000,1,Colombia,COL,6.496,93.5,4
Venezuela,VEN,2000,2,Mexico,MEX,9.946,90.1,4
Venezuela,VEN,2000,3,Egypt,EGY,10.2,89.8,4
Venezuela,VEN,2000,4,Brazil,BRA,10.255,89.7,4
Venezuela,VEN,2000,5,Argentina,ARG,11.685,88.3,4
